SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-29-2019,Single Family Residential,17012 Lakeside Rdg,Chesterfield,MO,63005,1059000,4,3.5,Fienup Farms,3800,21780,,,279,,Sold,,,https://www.redfin.com/MO/Chesterfield/17012-Lakeside-Rdg-63005/home/169594107,MARIS,19061283,N,Y,38.6586849,-90.6032104
PAST SALE,August-3-2021,Single Family Residential,2605 Valley Rd,Wildwood,MO,63005,729000,5,5.5,Oaks At Forest Hills The,7000,24394,2005,,104,,Sold,,,https://www.redfin.com/MO/Wildwood/2605-Valley-Rd-63005/home/62689577,MARIS,21027219,N,Y,38.6129823,-90.5992152
PAST SALE,June-25-2020,Condo/Co-op,1207 Gooseberry Ln,Chesterfield,MO,63005,870806,2,2.5,Fienup Farms,2521,10890,,,345,175,Sold,,,https://www.redfin.com/MO/Chesterfield/1207-Gooseberry-Ln-63005/home/171041291,MARIS,20015231,N,Y,38.6620245,-90.6004757
PAST SALE,September-16-2022,Single Family Residential,16974 Barn Owl Lane Dr Lot 197,Chesterfield,MO,63005,1326000,4,3.5,Fienup Farms,5200,21780,,,255,,Sold,,,https://www.redfin.com/MO/Chesterfield/16974-Barn-Owl-Ln-63005/unit-197/home/177477254,MARIS,21084581,N,Y,38.659947,-90.601119
PAST SALE,November-24-2020,Single Family Residential,17706 Chaistain Ct,Chesterfield,MO,63005,750000,5,4.5,Wildhorse Village,6528,27007,1989,,115,,Sold,,,https://www.redfin.com/MO/Chesterfield/17706-Chaistain-Ct-63005/home/93485532,MARIS,20074909,N,Y,38.6485651,-90.6294982
PAST SALE,February-21-2023,Single Family Residential,18251 Canyon Forest Ct,Chesterfield,MO,63005,1850000,4,4.5,Estates At Wildhorse Canyon,6386,67387,2008,,290,183,Sold,,,https://www.redfin.com/MO/Chesterfield/18251-Canyon-Forest-Ct-63005/home/93327513,MARIS,23001862,N,Y,38.6473041,-90.6628898
PAST SALE,March-12-2021,Single Family Residential,1815 Wills Trace Rdg,Wildwood,MO,63005,1850000,4,4.5,Will Trace Add,6877,93218,2005,,269,,Sold,,,https://www.redfin.com/MO/Wildwood/1815-Wills-Trace-Rdg-63005/home/93321922,MARIS,21016274,N,Y,38.6383215,-90.61209
PAST SALE,June-24-2020,Single Family Residential,16696 Annas Way,Wildwood,MO,63005,950000,5,5.0,The Summit At Wildhorse,4538,95832,1994,,209,117,Sold,,,https://www.redfin.com/MO/Wildwood/16696-Annas-Way-63005/home/93484944,MARIS,20033378,N,Y,38.6377433,-90.6436287
PAST SALE,May-8-2020,Single Family Residential,711 Wycliffe Place Ct,Wildwood,MO,63005,799000,5,4.5,Wycliffe,6233,17424,2005,,128,,Sold,,,https://www.redfin.com/MO/Wildwood/711-Wycliffe-Place-Ct-63005/home/93320598,MARIS,20031247,N,Y,38.622689,-90.620453
PAST SALE,April-18-2019,Single Family Residential,10 Forest Hills Ridge Ct,Chesterfield,MO,63005,869900,6,8.0,Forest Hills Ridge,9879,44867,1989,,88,50,Sold,,,https://www.redfin.com/MO/Chesterfield/10-Forest-Hills-Ridge-Ct-63005/home/82996080,MARIS,19027850,N,Y,38.6219107,-90.5840519
PAST SALE,April-29-2021,Single Family Residential,17503 Country Lake Estates Ct,Chesterfield,MO,63005,1075000,5,4.5,Country Lake Estates,5755,23522,2000,,187,63,Sold,,,https://www.redfin.com/MO/Chesterfield/17503-Country-Lake-Estates-Ct-63005/home/93477343,MARIS,21009774,N,Y,38.652429,-90.6246729
PAST SALE,September-30-2022,Single Family Residential,1400 Christmas Valley Dr,Wildwood,MO,63005,409000,3,1.5,Wildwood,1660,140655,1971,,246,6,Sold,,,https://www.redfin.com/MO/Wildwood/1400-Christmas-Valley-Dr-63005/home/93496123,MARIS,22058340,N,Y,38.6230806,-90.6387963
PAST SALE,September-14-2021,Single Family Residential,2485 Peppermill Rdg,Wildwood,MO,63005,550000,4,3.5,Brentmoor Place 1,3116,20909,1980,,177,,Sold,,,https://www.redfin.com/MO/Wildwood/2485-Peppermill-Ridge-Dr-63005/home/93507131,MARIS,21047912,N,Y,38.6155585,-90.6083159
PAST SALE,June-24-2022,Single Family Residential,17762 Westhampton Woods Dr,Wildwood,MO,63005,595000,5,4.5,Westhampton Woods 2,4522,27007,1997,,132,18,Sold,,,https://www.redfin.com/MO/Wildwood/17762-Westhampton-Woods-Dr-63005/home/93496120,MARIS,22012436,N,Y,38.6214222,-90.6442293
PAST SALE,,Single Family Residential,16611 Chesterfield Farms Dr,Chesterfield,MO,63005,420000,3,2.5,,2192,7405,1993,,192,,,,,https://www.redfin.com/MO/Chesterfield/16611-Chesterfield-Farms-Dr-63005/home/62757826,,,N,Y,38.6622498,-90.5825544
PAST SALE,August-21-2020,Single Family Residential,108 Chippenham,Chesterfield,MO,63005,585000,4,3.5,Forest Hills Club Estates Area 5a,2475,39204,1975,,236,,Sold,,,https://www.redfin.com/MO/Chesterfield/108-Chippenham-Ln-63005/home/62691059,MARIS,20063654,N,Y,38.6195052,-90.5938704
PAST SALE,September-11-2018,Single Family Residential,1060 Wilmas Farm Dr Lot 18,Chesterfield,MO,63005,919000,6,4.5,Arbors at Wilmas Farm,5550,,,,166,79,Sold,,,https://www.redfin.com/MO/Chesterfield/1060-Wilmas-Farm-Dr-63005/unit-18/home/174140476,MARIS,18067187,N,Y,38.6565055,-90.6283004
PAST SALE,August-4-2020,Single Family Residential,2004 Kingspointe Dr,Chesterfield,MO,63005,1400000,6,6.0,Kingspointe 2b,7136,46609,1991,,196,92,Sold,,,https://www.redfin.com/MO/Chesterfield/2004-Kingspointe-Dr-63005/home/77620902,MARIS,20056223,N,Y,38.6332298,-90.5984014
PAST SALE,November-9-2021,Single Family Residential,1536 Honey Locust Ct,Wildwood,MO,63005,610000,5,4.5,Wildhorse Village,3650,22216,1993,,167,,Sold,,,https://www.redfin.com/MO/Wildwood/1536-Honey-Locust-Ct-63005/home/93485213,MARIS,21080187,N,Y,38.6371599,-90.6341311
PAST SALE,June-16-2021,Single Family Residential,16064 Wilson Manor Dr,Chesterfield,MO,63005,835000,4,4.5,Wilson Manors,5361,22651,1987,,156,,Sold,,,https://www.redfin.com/MO/Chesterfield/16064-Wilson-Manor-Dr-63005/home/93484641,MARIS,21027500,N,Y,38.6390568,-90.5843662
PAST SALE,July-13-2021,Single Family Residential,16218 Wilson View Ests,Chesterfield,MO,63005,440000,5,4.0,Wilson View Estates,2344,12197,1986,,188,,Sold,,,https://www.redfin.com/MO/Chesterfield/16218-Wilson-View-Estates-Dr-63005/home/93495530,MARIS,21049542,N,Y,38.6310288,-90.5797628
PAST SALE,June-8-2020,Single Family Residential,1227 Patchwork Flds Lot 204,Chesterfield,MO,63005,1059000,5,4.5,Fienup Farms,5600,21780,,,189,,Sold,,,https://www.redfin.com/MO/Chesterfield/1227-Patchwork-Flds-63005/unit-204/home/174593978,MARIS,20026221,N,Y,38.6606129,-90.5965275
PAST SALE,April-17-2023,Single Family Residential,16443 Sundance Creek Ct,Wildwood,MO,63005,574900,4,3.0,Valley View 1,3365,31363,1979,,171,21,Sold,,,https://www.redfin.com/MO/Wildwood/16443-Sundance-Creek-Ct-63005/home/93507048,MARIS,23012524,N,Y,38.6119202,-90.602526
PAST SALE,October-12-2021,Single Family Residential,16142 Wilson Manor Dr,Chesterfield,MO,63005,855000,5,4.5,Wilson Manors II 3,5194,57600,1989,,165,,Sold,,,https://www.redfin.com/MO/Chesterfield/16142-Wilson-Manor-Dr-63005/home/93484503,MARIS,21042892,N,Y,38.6400647,-90.5876203
PAST SALE,July-17-2020,Single Family Residential,58 Pacland Estates Dr,Chesterfield,MO,63005,4750000,5,6.5,Estates At Pacland Place,13782,130680,2005,,345,,Sold,,,https://www.redfin.com/MO/Chesterfield/58-Pacland-Estates-Dr-63005/home/93317604,MARIS,20030330,N,Y,38.6507443,-90.6202696
PAST SALE,April-2-2021,Single Family Residential,17007 Lakeside Rdg Lot 223,Chesterfield,MO,63005,1079000,5,4.5,Fienup Farms,5600,21780,,,193,,Sold,,,https://www.redfin.com/MO/Chesterfield/17007-Lakeside-Rdg-63005/unit-223/home/174368365,MARIS,21007999,N,Y,38.658871,-90.6031018
PAST SALE,November-28-2018,Single Family Residential,16339 Wynncrest Falls Way,Wildwood,MO,63005,899900,5,3.5,Wynncrest - Five,4120,39640,2005,,218,,Sold,,,https://www.redfin.com/MO/Wildwood/16339-Wynncrest-Falls-Way-63005/home/93324991,MARIS,19000509,N,Y,38.6118488,-90.612386
PAST SALE,June-2-2022,Single Family Residential,225 Dejournet Dr,Chesterfield,MO,63005,695000,5,3.5,Chesterfield Farms,2551,8712,1995,,272,,Sold,,,https://www.redfin.com/MO/Chesterfield/225-Dejournet-Dr-63005/home/93476567,MARIS,22034995,N,Y,38.6604669,-90.5907878
PAST SALE,July-26-2022,Single Family Residential,1067 Greystone Manor Pkwy,Chesterfield,MO,63005,1115000,4,4.0,Greystone,5100,23522,1997,,219,,Sold,,,https://www.redfin.com/MO/Chesterfield/1067-Greystone-Manor-Pkwy-63005/home/62693574,MARIS,22043942,N,Y,38.6483548,-90.6358527
PAST SALE,May-7-2019,Single Family Residential,16726 Benton Taylor,Chesterfield,MO,63005,532500,4,3.5,Estates At Baxter Pointe,4551,11326,1999,,117,,Sold,,,https://www.redfin.com/MO/Chesterfield/16726-Benton-Taylor-Dr-63005/home/93624980,MARIS,19033583,N,Y,38.6567591,-90.5838567
PAST SALE,December-2-2020,Single Family Residential,17549 Wild Horse Creek Rd,Chesterfield,MO,63005,500000,4,2.0,Mary Schaeffer Estate,2382,118048,1978,,210,,Sold,,,https://www.redfin.com/MO/Chesterfield/17549-Wild-Horse-Creek-Rd-63005/home/93477352,MARIS,20087219,N,Y,38.6577779,-90.6316137
PAST SALE,April-30-2021,Single Family Residential,1325 Carriage Crossing Ln,Chesterfield,MO,63005,619900,4,3.5,Country Place At Chesterfield One,2992,28750,1987,,207,38,Sold,,,https://www.redfin.com/MO/Chesterfield/1325-Carriage-Crossing-Ln-63005/home/93476680,MARIS,21011691,N,Y,38.6536421,-90.61209
PAST SALE,February-7-2020,Single Family Residential,16853 Chesterfield Blfs,Chesterfield,MO,63005,438000,2,2.5,Villas At Chesterfield Bluffs One,1674,2614,1996,,262,465,Sold,,,https://www.redfin.com/MO/Chesterfield/16853-Chesterfield-Bluffs-Cir-63005/home/93467434,MARIS,20017928,N,Y,38.6637752,-90.5846435
PAST SALE,October-30-2019,Single Family Residential,16947 Pine Summit Dr,Chesterfield,MO,63005,779161,4,4.5,Fienup Farms,3410,,,,228,125,Sold,,,https://www.redfin.com/MO/Chesterfield/16947-Pine-Summit-Dr-63005/home/169601601,MARIS,19079844,N,Y,38.656572,-90.600033
PAST SALE,June-20-2019,Single Family Residential,1013 Wilmas Hollow Dr,Chesterfield,MO,63005,1019000,4,3.5,Arbors at Wilmas Farm,5200,,,,196,,Sold,,,https://www.redfin.com/MO/Chesterfield/1013-Wilmas-Hollow-Dr-63005/home/168278331,MARIS,19047085,N,Y,38.6577282,-90.629411
PAST SALE,August-6-2019,Single Family Residential,1057 Wilmas Farm Dr Lot 46,Chesterfield,MO,63005,1099000,5,4.5,Arbors at Wilmas Farm,5600,21780,,,196,,Sold,,,https://www.redfin.com/MO/Chesterfield/1057-Wilmas-Farm-Dr-63005/unit-46/home/168693819,MARIS,19045837,N,Y,38.6560309,-90.6284217
PAST SALE,June-30-2020,Single Family Residential,16935 Pine Summit Dr,Chesterfield,MO,63005,768329,3,3.5,Fienup Farms,2572,,,,299,125,Sold,,,https://www.redfin.com/MO/Chesterfield/16935-Pine-Summit-Dr-63005/home/172331410,MARIS,20043756,N,Y,38.6565755,-90.5992152
PAST SALE,May-4-2022,Single Family Residential,427 Maple Rise Path,Chesterfield,MO,63005,670000,4,3.5,Reserve at Chesterfield Village,3840,7449,2012,,174,82,Sold,,,https://www.redfin.com/MO/Chesterfield/427-Maple-Rise-Path-63005/home/93328467,MARIS,22017243,N,Y,38.656002,-90.57882
PAST SALE,July-24-2019,Single Family Residential,1315 Countryside Forrest Ct,Chesterfield,MO,63005,1049000,5,4.5,Countryside At Chesterfield Three,6142,32670,1994,,171,42,Sold,,,https://www.redfin.com/MO/Chesterfield/1315-Countryside-Forrest-Ct-63005/home/93476719,MARIS,19026577,N,Y,38.6537522,-90.622304
PAST SALE,June-1-2021,Single Family Residential,1201 Patchwork Flds Lot 199,Chesterfield,MO,63005,1079000,5,4.5,Fienup Farms,5600,21780,,,193,,Sold,,,https://www.redfin.com/MO/Chesterfield/1201-Patchwork-Flds-63005/unit-199/home/174368364,MARIS,21007995,N,Y,38.6606482,-90.596464
PAST SALE,July-10-2019,Single Family Residential,7 Fairlake Dr,Chesterfield,MO,63005,714000,5,3.5,Forest Hills Country Club Estates,3800,56628,1970,,188,42,Sold,,,https://www.redfin.com/MO/Chesterfield/7-Fairlake-Dr-63005/home/93505738,MARIS,19051236,N,Y,38.6142657,-90.5885633
PAST SALE,,Single Family Residential,2517 Pepperfield Ct,Wildwood,MO,63005,437000,3,3.0,,2014,21780,1984,,217,,,,,https://www.redfin.com/MO/Wildwood/2517-Pepperfield-Ct-63005/home/93507096,,,N,Y,38.6149667,-90.611794
PAST SALE,June-14-2019,Single Family Residential,17600 Burnham Ct,Chesterfield,MO,63005,850000,6,4.5,Wildhorse Village C,5092,24829,1991,,167,,Sold,,,https://www.redfin.com/MO/Chesterfield/17600-Burnham-Ct-63005/home/93485537,MARIS,19046100,N,Y,38.6466781,-90.6277082
PAST SALE,July-16-2019,Single Family Residential,235 Riesling Dr,Chesterfield,MO,63005,470000,4,3.0,Chesterfield Farms One,2745,13504,1994,,171,39,Sold,,,https://www.redfin.com/MO/Chesterfield/235-Riesling-Dr-63005/home/93476405,MARIS,19054717,N,Y,38.6601737,-90.588249
PAST SALE,October-2-2018,Single Family Residential,1022 Wilmas Hollow Dr Lot 17,Chesterfield,MO,63005,919000,6,4.5,Arbors at Wilmas Farm,5550,,,,166,79,Sold,,,https://www.redfin.com/MO/Chesterfield/1022-Wilmas-Hollow-Dr-63005/unit-17/home/147835784,MARIS,18067204,N,Y,38.6564726,-90.6289154
PAST SALE,June-24-2019,Single Family Residential,1013 Savonne Ct,Chesterfield,MO,63005,919000,4,5.0,Miramonte,5580,43996,2005,,165,,Sold,,,https://www.redfin.com/MO/Chesterfield/1013-Savonne-Ct-63005/home/62733969,MARIS,19048475,N,Y,38.6502044,-90.6422215
PAST SALE,March-30-2021,Single Family Residential,1439 Wildhorse Parkway Dr,Wildwood,MO,63005,650000,5,4.5,Wildhorse Village,4652,25744,1989,,140,67,Sold,,,https://www.redfin.com/MO/Wildwood/1439-Wildhorse-Parkway-Dr-63005/home/93485339,MARIS,21008127,N,Y,38.6398352,-90.6356306
PAST SALE,June-22-2021,Single Family Residential,1400 Wildhorse Parkway Dr,Wildwood,MO,63005,630000,5,4.5,Wildhorse Village E One,4587,27791,1994,,137,,Sold,,,https://www.redfin.com/MO/Wildwood/1400-Wildhorse-Parkway-Dr-63005/home/93485259,MARIS,21023491,N,Y,38.6413065,-90.6327106
PAST SALE,March-27-2020,Single Family Residential,2710 Wynncrest Manor Dr,Wildwood,MO,63005,759000,5,4.5,Wynncrest Two,6125,24829,2002,,124,38,Sold,,,https://www.redfin.com/MO/Wildwood/2710-Wynncrest-Manor-Dr-63005/home/93317669,MARIS,20006131,N,Y,38.6100795,-90.6058001
PAST SALE,December-9-2019,Single Family Residential,1431 Westhampton View Ln,Wildwood,MO,63005,649900,4,4.5,Oak Ridge Trails Four,3830,22651,1999,,170,,Sold,,,https://www.redfin.com/MO/Wildwood/1431-Westhampton-View-Ln-63005/home/93507539,MARIS,19088725,N,Y,38.6186974,-90.6497023
PAST SALE,June-30-2021,Single Family Residential,2101 Saddle Creek Ridge Ct,Wildwood,MO,63005,1850000,5,5.5,Wills Trace,8311,66647,2004,,223,,Sold,,,https://www.redfin.com/MO/Wildwood/2101-Saddle-Creek-Ridge-Ct-63005/home/93318426,MARIS,21023609,N,Y,38.6339802,-90.611794
PAST SALE,June-7-2022,Single Family Residential,17839 Westhampton Woods Dr,Wildwood,MO,63005,605000,5,4.5,Westhampton Woods,4832,23522,2000,,125,18,Sold,,,https://www.redfin.com/MO/Wildwood/17839-Westhampton-Woods-Dr-63005/home/93507427,MARIS,22020721,N,Y,38.6209116,-90.6494801
PAST SALE,,Single Family Residential,16913 Lewis Spring Farms Rd,Wildwood,MO,63005,775000,5,4.5,,6560,130680,1995,,118,,,,,https://www.redfin.com/MO/Wildwood/16913-Lewis-Spring-Farms-Rd-63005/home/62699527,,,N,Y,38.6373849,-90.6188251
PAST SALE,March-4-2021,Single Family Residential,17406 Windridge Estates Ct,Chesterfield,MO,63005,789000,4,4.5,Windridge Estates,5102,22651,1999,,155,83,Sold,,,https://www.redfin.com/MO/Chesterfield/17406-Windridge-Estates-Ct-63005/home/93477311,MARIS,21000675,N,Y,38.6584868,-90.6254132
PAST SALE,November-9-2020,Single Family Residential,16799 Wills Trce,Wildwood,MO,63005,1799900,5,4.5,Wills Trace,5674,85378,2005,,317,,Sold,,,https://www.redfin.com/MO/Wildwood/16799-Wills-Trce-63005/home/93318359,MARIS,20081959,N,Y,38.6359882,-90.6166177
PAST SALE,December-27-2019,Single Family Residential,109 Chippenham Ln,Chesterfield,MO,63305,557500,3,3.5,Forest Hills Club Estates Area,2941,39204,1974,,190,,Sold,,,https://www.redfin.com/MO/Chesterfield/109-Chippenham-Ln-63005/home/93506218,MARIS,19090561,N,Y,38.618851,-90.5935745
PAST SALE,April-15-2020,Single Family Residential,1106 Horse Run Ct,Chesterfield,MO,63005,749900,4,3.5,Greystone Four,3872,22651,1997,,194,,Sold,,,https://www.redfin.com/MO/Chesterfield/1106-Horse-Run-Ct-63005/home/62748171,MARIS,20014169,N,Y,38.6485154,-90.6364451
PAST SALE,January-31-2020,Single Family Residential,17015 Lakeside Rdg Unit Enclave II,Chesterfield,MO,63005,949000,0,,Fienup Farms,4000,,,,237,,Sold,,,https://www.redfin.com/MO/Chesterfield/17015-Lakeside-Rdg-63005/unit-Enclave-II/home/174593265,MARIS,20006229,N,Y,38.6591767,-90.6031364
PAST SALE,April-22-2021,Single Family Residential,223 Appaloosa Dr,Chesterfield,MO,63005,999900,4,4.5,Appaloosa Way,6500,21780,2005,,154,,Sold,,,https://www.redfin.com/MO/Chesterfield/223-Appaloosa-Dr-63005/home/62718844,MARIS,21001680,N,Y,38.6569637,-90.587232
PAST SALE,August-27-2020,Single Family Residential,232 Fox Chapel Ln,Chesterfield,MO,63005,819900,4,3.5,Forest Hills Club Estates,5191,69696,1978,,158,42,Sold,,,https://www.redfin.com/MO/Chesterfield/232-Fox-Chapel-Ln-63005/home/62696884,MARIS,20044921,N,Y,38.6082839,-90.5881195
PAST SALE,April-27-2023,Condo/Co-op,734 Stone Meadow Dr,Chesterfield,MO,63005,449900,2,2.5,Stonehill Village B,2513,3049,2000,,179,36,Sold,,,https://www.redfin.com/MO/Chesterfield/734-Stone-Meadow-Dr-63005/home/93626402,MARIS,23003653,N,Y,38.6518111,-90.5795318
PAST SALE,January-6-2021,Single Family Residential,7 Zelkova Ct,Wildwood,MO,63005,699000,5,4.5,Wildhorse Village E Two,5459,31363,1995,,128,67,Sold,,,https://www.redfin.com/MO/Wildwood/7-Zelkova-Ct-63005/home/93485383,MARIS,20081895,N,Y,38.6410917,-90.6255516
PAST SALE,February-25-2021,Single Family Residential,17652 Westhampton Woods,Wildwood,MO,63005,545000,4,4.0,Westhampton Woods 2,3525,20909,1997,,155,18,Sold,,,https://www.redfin.com/MO/Wildwood/17652-Westhampton-Woods-Dr-63005/home/93496101,MARIS,20088668,N,Y,38.6230703,-90.6481653
PAST SALE,October-16-2020,Single Family Residential,2156 Riding Trail Dr,Chesterfield,MO,63005,775000,6,4.5,Sea Beauty Farm,5210,22216,1996,,149,,Sold,,,https://www.redfin.com/MO/Chesterfield/2156-Riding-Trail-Dr-63005/home/93495513,MARIS,20081934,N,Y,38.6316668,-90.5833124
PAST SALE,February-28-2020,Single Family Residential,18052 Babler Woods Rd,Wildwood,MO,63005,450000,2,3.5,Bnd S Adam,2072,181645,1973,,217,,Sold,,,https://www.redfin.com/MO/Wildwood/18052-Babler-Woods-Rd-63005/home/93496407,MARIS,20012911,N,Y,38.632626,-90.675022
PAST SALE,November-13-2020,Single Family Residential,1016 Greystone Manor Pkwy,Chesterfield,MO,63005,895500,5,4.5,Greystone One,6256,23522,1997,,143,50,Sold,,,https://www.redfin.com/MO/Chesterfield/1016-Greystone-Manor-Pkwy-63005/home/93476935,MARIS,20060155,N,Y,38.6512084,-90.6383705
PAST SALE,December-19-2018,Single Family Residential,941 Silver Buck Ln,Chesterfield,MO,63304,787397,4,3.5,Bur Oaks,3437,,,,229,,Sold,,,https://www.redfin.com/MO/Chesterfield/941-Silver-Buck-Ln-63005/home/148530875,MARIS,18095252,N,Y,38.6566665,-90.6402034
PAST SALE,April-19-2022,Single Family Residential,1205 Patchwork Flds Lot 200,Chesterfield,MO,63005,1286000,5,4.5,Fienup Farms,5600,21780,,,230,,Sold,,,https://www.redfin.com/MO/Chesterfield/1205-Patchwork-Flds-63005/unit-200/home/175869583,MARIS,21046338,N,Y,38.6605889,-90.598261
PAST SALE,July-31-2020,Single Family Residential,26 Forest Clb,Chesterfield,MO,63005,755000,4,3.5,Forest Hills Club Estates Area 5a,2835,43124,1975,,266,,Sold,,,https://www.redfin.com/MO/Chesterfield/26-Forest-Club-Dr-63005/home/93506220,MARIS,20063653,N,Y,38.6183261,-90.593285
PAST SALE,March-8-2019,Single Family Residential,826 Babler Park Dr,Wildwood,MO,63005,1399000,3,4.5,Sur 414-45-3 Bdy Adj,3861,614849,1988,,362,,Sold,,,https://www.redfin.com/MO/Wildwood/826-Babler-Park-Dr-63005/home/62693274,MARIS,19015438,N,Y,38.6213391,-90.6754145
PAST SALE,September-10-2020,Single Family Residential,2767 Quail Valley Dr,Wildwood,MO,63005,394900,5,3.0,Chesterfield Valley 1 A Sec Of,3680,15682,1983,,107,21,Sold,,,https://www.redfin.com/MO/Wildwood/2767-Quail-Valley-Dr-63005/home/93522204,MARIS,20056394,N,Y,38.6060874,-90.6009908
PAST SALE,October-20-2020,Single Family Residential,16468 Horseshoe Ridge Rd,Chesterfield,MO,63005,749900,3,3.5,Kehrs Mill Trails 3,4507,91040,1977,,166,92,Sold,,,https://www.redfin.com/MO/Chesterfield/16468-Horseshoe-Ridge-Rd-63005/home/62729638,MARIS,20060199,N,Y,38.6441085,-90.6021006
PAST SALE,August-10-2018,Single Family Residential,1076 Wilmas Farm Dr,Chesterfield,MO,63005,900000,4,4.0,Arbors at Wilmas Farm,3891,,,,231,,Sold,,,https://www.redfin.com/MO/Chesterfield/1076-Wilmas-Farm-Dr-63005/home/146528801,MARIS,18064594,N,Y,38.6554433,-90.6277822
PAST SALE,May-20-2022,Single Family Residential,205 Dejournet,Chesterfield,MO,63005,599900,4,2.5,Chesterfield Farms Two,2540,8712,1993,,236,40,Sold,,,https://www.redfin.com/MO/Chesterfield/205-Dejournet-Dr-63005/home/93476563,MARIS,22024094,N,Y,38.6604824,-90.5920211
PAST SALE,December-11-2019,Single Family Residential,277 Herworth,Chesterfield,MO,63005,779000,4,3.0,Forest Hills Club Estates Area 7-A,2995,44431,1977,,260,42,Sold,,,https://www.redfin.com/MO/Chesterfield/277-Herworth-Dr-63005/home/93505640,MARIS,19083000,N,Y,38.6133245,-90.596404
PAST SALE,June-7-2021,Single Family Residential,230 Pennington Ln,Chesterfield,MO,63005,830000,4,4.0,Forest Hills Club Estates Area 6 Sec,5237,51836,1979,,158,42,Sold,,,https://www.redfin.com/MO/Chesterfield/230-Pennington-Ln-63005/home/93505639,MARIS,21020760,N,Y,38.6107888,-90.5912815
PAST SALE,November-18-2021,Condo/Co-op,609 Stonebrook Ct,Chesterfield,MO,63005,519500,3,2.5,Stonehill Village,2668,6970,2007,,195,475,Sold,,,https://www.redfin.com/MO/Chesterfield/609-Stonebrook-Ct-63005/home/93626322,MARIS,21072492,N,Y,38.653433,-90.5781096
PAST SALE,June-2-2020,Single Family Residential,17011 Lakeside Ridge Dr Lot 222,Chesterfield,MO,63005,1059000,4,3.5,Fienup Farms,5200,21780,,,204,,Sold,,,https://www.redfin.com/MO/Chesterfield/17011-Lakeside-Rdg-63005/unit-222/home/174592400,MARIS,20036251,N,Y,38.658871,-90.6031018
PAST SALE,July-11-2022,Single Family Residential,16 Grand Meridien Frst,Wildwood,MO,63005,2299999,5,6.5,Meridien,10246,61855,2002,,224,,Sold,,,https://www.redfin.com/MO/Wildwood/16-Grand-Meridien-Frst-63005/home/69385469,MARIS,22032559,N,Y,38.6291672,-90.6534062
PAST SALE,January-20-2022,Single Family Residential,35 Crown Manor Dr,Chesterfield,MO,63005,1599000,5,5.5,Forest Hills Club Estates,6423,98446,1976,,249,42,Sold,,,https://www.redfin.com/MO/Chesterfield/35-Crown-Manor-Dr-63005/home/93495742,MARIS,21076540,N,Y,38.621681,-90.5971438
PAST SALE,November-24-2020,Single Family Residential,16260 Forest Mdws,Chesterfield,MO,63005,459900,5,3.5,Forest Meadows Three,3730,33106,1986,,123,,Sold,,,https://www.redfin.com/MO/Chesterfield/16260-Forest-Meadows-Dr-63005/home/93484691,MARIS,20076104,N,Y,38.6400742,-90.5732562
PAST SALE,August-25-2020,Single Family Residential,17704 Sugarberry Ct,Chesterfield,MO,63005,749000,4,4.0,Wildhorse Village A,5036,29185,1991,,149,67,Sold,,,https://www.redfin.com/MO/Chesterfield/17704-Sugarberry-Ct-63005/home/93477048,MARIS,20051017,N,Y,38.6514007,-90.633113
PAST SALE,March-11-2020,Single Family Residential,17706 Gingertree Ct,Wildwood,MO,63005,645000,5,6.0,Wildhorse Village,3672,33977,1990,,176,67,Sold,,,https://www.redfin.com/MO/Wildwood/17706-Gingertree-Ct-63005/home/93485318,MARIS,20007841,N,Y,38.640293,-90.636125
PAST SALE,April-29-2021,Single Family Residential,17732 Greystone Terrace Dr,Wildwood,MO,63005,679000,4,5.0,Wildhorse Village,4826,23958,1991,,141,67,Sold,,,https://www.redfin.com/MO/Wildwood/17732-Greystone-Terrace-Dr-63005/home/93485441,MARIS,21020211,N,Y,38.6427217,-90.6366889
PAST SALE,July-23-2020,Single Family Residential,2126 Kehrs Ridge Dr,Chesterfield,MO,63005,660000,4,4.5,Kehrs Mill Estates 7 Sec 1,5077,43996,1987,,130,,Sold,,,https://www.redfin.com/MO/Chesterfield/2126-Kehrs-Ridge-Dr-63005/home/62731970,MARIS,20043649,N,Y,38.6306111,-90.6017121
PAST SALE,July-10-2020,Single Family Residential,16921 Crystal Springs Dr,Chesterfield,MO,63005,474900,4,3.5,Chesterfield Farms Two,2872,9148,1995,,165,39,Sold,,,https://www.redfin.com/MO/Chesterfield/16921-Crystal-Springs-Dr-63005/home/93476481,MARIS,20033865,N,Y,38.6609297,-90.5935287
PAST SALE,July-28-2020,Single Family Residential,1221 Fienup Lake Dr,Chesterfield,MO,63005,682226,4,3.5,Fienup Farms,3525,,,,194,125,Sold,,,https://www.redfin.com/MO/Chesterfield/1221-Fienup-Lake-Dr-63005/home/172603476,MARIS,20053460,N,Y,38.6594515,-90.5979453
