SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-28-2022,Single Family Residential,27 Seven Oaks Dr,Chesterfield,MO,63005,1500000,4,5.5,Forest Hills Club Estates Area 5a,6564,96268,1976,,229,,Sold,,,https://www.redfin.com/MO/Chesterfield/27-Seven-Oaks-Dr-63005/home/93494707,MARIS,22008825,N,Y,38.6219367,-90.5952204
PAST SALE,June-7-2022,Single Family Residential,17839 Westhampton Woods Dr,Wildwood,MO,63005,605000,5,4.5,Westhampton Woods,4832,23522,2000,,125,18,Sold,,,https://www.redfin.com/MO/Wildwood/17839-Westhampton-Woods-Dr-63005/home/93507427,MARIS,22020721,N,Y,38.6209116,-90.6494801
PAST SALE,November-9-2020,Single Family Residential,16799 Wills Trce,Wildwood,MO,63005,1799900,5,4.5,Wills Trace,5674,85378,2005,,317,,Sold,,,https://www.redfin.com/MO/Wildwood/16799-Wills-Trce-63005/home/93318359,MARIS,20081959,N,Y,38.6359882,-90.6166177
PAST SALE,May-17-2021,Single Family Residential,1537 Honey Locust Ct,Wildwood,MO,63005,749900,5,4.5,Wildhorse Village I One,6236,23522,1993,,120,67,Sold,,,https://www.redfin.com/MO/Wildwood/1537-Honey-Locust-Ct-63005/home/62761936,MARIS,21008135,N,Y,38.6377129,-90.6341497
PAST SALE,June-25-2021,Single Family Residential,17631 Myrtlewood Dr,Wildwood,MO,63005,799900,5,6.0,Wildhorse Village I Two Lts 240 &,4957,23522,1995,,161,,Sold,,,https://www.redfin.com/MO/Wildwood/17631-Myrtlewood-Dr-63005/home/93485320,MARIS,21029750,N,Y,38.6365601,-90.6351863
PAST SALE,October-31-2022,Single Family Residential,16970 Barn Owl Ln Lot 198,Chesterfield,MO,63005,1331000,5,4.5,Fienup Farms,5600,21780,,,238,,Sold,,,https://www.redfin.com/MO/Chesterfield/16970-Barn-Owl-Ln-63005/unit-198/home/177477592,MARIS,21084594,N,Y,38.659825,-90.599809
PAST SALE,December-27-2019,Single Family Residential,16945 Lake Meadow Dr Lot 210,Chesterfield,MO,63305,1240000,4,4.0,Fienup Farms,5308,,,,234,,Sold,,,https://www.redfin.com/MO/Chesterfield/16945-Lake-Mdw-63005/unit-210/home/174592411,MARIS,19090600,N,Y,38.6572599,-90.6010487
PAST SALE,January-20-2020,Single Family Residential,1322 Countryside Forrest,Chesterfield,MO,63005,799900,4,4.5,Countryside At Chesterfield Three,5342,22216,1995,,150,,Sold,,,https://www.redfin.com/MO/Chesterfield/1322-Countryside-Forrest-Ct-63005/home/93476724,MARIS,20004762,N,Y,38.6531831,-90.6214898
PAST SALE,December-2-2020,Single Family Residential,17549 Wild Horse Creek Rd,Chesterfield,MO,63005,500000,4,2.0,Mary Schaeffer Estate,2382,118048,1978,,210,,Sold,,,https://www.redfin.com/MO/Chesterfield/17549-Wild-Horse-Creek-Rd-63005/home/93477352,MARIS,20087219,N,Y,38.6577779,-90.6316137
PAST SALE,April-17-2023,Single Family Residential,16443 Sundance Creek Ct,Wildwood,MO,63005,574900,4,3.0,Valley View 1,3365,31363,1979,,171,21,Sold,,,https://www.redfin.com/MO/Wildwood/16443-Sundance-Creek-Ct-63005/home/93507048,MARIS,23012524,N,Y,38.6119202,-90.602526
PAST SALE,July-3-2019,Single Family Residential,1411 Highland Valley Cir,Wildwood,MO,63005,725000,4,7.5,Highlands Of Chesterfield Highland,5119,32234,1990,,142,,Sold,,,https://www.redfin.com/MO/Wildwood/1411-Highland-Valley-Cir-63005/home/93485276,MARIS,19050397,N,Y,38.6356174,-90.6276341
PAST SALE,August-3-2021,Single Family Residential,2605 Valley Rd,Wildwood,MO,63005,729000,5,5.5,Oaks At Forest Hills The,7000,24394,2005,,104,,Sold,,,https://www.redfin.com/MO/Wildwood/2605-Valley-Rd-63005/home/62689577,MARIS,21027219,N,Y,38.6129823,-90.5992152
PAST SALE,June-30-2020,Single Family Residential,16935 Pine Summit Dr,Chesterfield,MO,63005,768329,3,3.5,Fienup Farms,2572,,,,299,125,Sold,,,https://www.redfin.com/MO/Chesterfield/16935-Pine-Summit-Dr-63005/home/172331410,MARIS,20043756,N,Y,38.6565755,-90.5992152
PAST SALE,November-9-2021,Single Family Residential,1536 Honey Locust Ct,Wildwood,MO,63005,610000,5,4.5,Wildhorse Village,3650,22216,1993,,167,,Sold,,,https://www.redfin.com/MO/Wildwood/1536-Honey-Locust-Ct-63005/home/93485213,MARIS,21080187,N,Y,38.6371599,-90.6341311
PAST SALE,October-29-2019,Single Family Residential,17012 Lakeside Rdg,Chesterfield,MO,63005,1059000,4,3.5,Fienup Farms,3800,21780,,,279,,Sold,,,https://www.redfin.com/MO/Chesterfield/17012-Lakeside-Rdg-63005/home/169594107,MARIS,19061283,N,Y,38.6586849,-90.6032104
PAST SALE,June-8-2020,Single Family Residential,1227 Patchwork Flds Lot 204,Chesterfield,MO,63005,1059000,5,4.5,Fienup Farms,5600,21780,,,189,,Sold,,,https://www.redfin.com/MO/Chesterfield/1227-Patchwork-Flds-63005/unit-204/home/174593978,MARIS,20026221,N,Y,38.6606129,-90.5965275
PAST SALE,February-28-2020,Single Family Residential,18052 Babler Woods Rd,Wildwood,MO,63005,450000,2,3.5,Bnd S Adam,2072,181645,1973,,217,,Sold,,,https://www.redfin.com/MO/Wildwood/18052-Babler-Woods-Rd-63005/home/93496407,MARIS,20012911,N,Y,38.632626,-90.675022
PAST SALE,November-1-2021,Single Family Residential,1215 Patchwork Flds Lot 201,Chesterfield,MO,63005,1190000,5,4.5,Fienup Farms,5600,21780,,,213,,Sold,,,https://www.redfin.com/MO/Chesterfield/1215-Patchwork-Flds-63005/unit-201/home/175869584,MARIS,21007997,N,Y,38.6605889,-90.598261
PAST SALE,July-31-2019,Single Family Residential,1464 Chesterfield Estates Dr,Chesterfield,MO,63005,649000,4,4.5,Chesterfield Estates,2905,22651,1990,,223,23,Sold,,,https://www.redfin.com/MO/Chesterfield/1464-Chesterfield-Estates-Dr-63005/home/93476739,MARIS,19037492,N,Y,38.6496724,-90.6035063
PAST SALE,July-17-2020,Single Family Residential,58 Pacland Estates Dr,Chesterfield,MO,63005,4750000,5,6.5,Estates At Pacland Place,13782,130680,2005,,345,,Sold,,,https://www.redfin.com/MO/Chesterfield/58-Pacland-Estates-Dr-63005/home/93317604,MARIS,20030330,N,Y,38.6507443,-90.6202696
PAST SALE,June-25-2020,Condo/Co-op,1207 Gooseberry Ln,Chesterfield,MO,63005,870806,2,2.5,Fienup Farms,2521,10890,,,345,175,Sold,,,https://www.redfin.com/MO/Chesterfield/1207-Gooseberry-Ln-63005/home/171041291,MARIS,20015231,N,Y,38.6620245,-90.6004757
PAST SALE,June-24-2019,Single Family Residential,1013 Savonne Ct,Chesterfield,MO,63005,919000,4,5.0,Miramonte,5580,43996,2005,,165,,Sold,,,https://www.redfin.com/MO/Chesterfield/1013-Savonne-Ct-63005/home/62733969,MARIS,19048475,N,Y,38.6502044,-90.6422215
PAST SALE,June-24-2022,Single Family Residential,17762 Westhampton Woods Dr,Wildwood,MO,63005,595000,5,4.5,Westhampton Woods 2,4522,27007,1997,,132,18,Sold,,,https://www.redfin.com/MO/Wildwood/17762-Westhampton-Woods-Dr-63005/home/93496120,MARIS,22012436,N,Y,38.6214222,-90.6442293
PAST SALE,January-31-2020,Single Family Residential,17015 Lakeside Rdg Unit Enclave II,Chesterfield,MO,63005,949000,0,,Fienup Farms,4000,,,,237,,Sold,,,https://www.redfin.com/MO/Chesterfield/17015-Lakeside-Rdg-63005/unit-Enclave-II/home/174593265,MARIS,20006229,N,Y,38.6591767,-90.6031364
PAST SALE,August-16-2022,Condo/Co-op,14300 Conway Meadows Ct #308,St Louis,MO,63005,325000,3,2.0,Conway Meadows,2400,,1982,,135,,Sold,,,https://www.redfin.com/MO/St-Louis/14300-Conway-Meadows-CT-63005/unit-308/home/183801006,MARIS,23002092,N,Y,38.6299452,-90.6962853
PAST SALE,November-5-2020,Single Family Residential,16412 Quiet Creek Ct,Clarkson Valley,MO,63005,710000,4,4.0,Kehrs Mill Trails 2,4658,91476,1977,,152,92,Sold,,,https://www.redfin.com/MO/Chesterfield/16412-Quiet-Creek-Ct-63005/home/93484781,MARIS,20081220,N,Y,38.6380465,-90.5978651
PAST SALE,April-29-2021,Single Family Residential,17503 Country Lake Estates Ct,Chesterfield,MO,63005,1075000,5,4.5,Country Lake Estates,5755,23522,2000,,187,63,Sold,,,https://www.redfin.com/MO/Chesterfield/17503-Country-Lake-Estates-Ct-63005/home/93477343,MARIS,21009774,N,Y,38.652429,-90.6246729
PAST SALE,July-14-2021,Single Family Residential,17601 Lisa Valley Ct,Wildwood,MO,63005,795000,4,4.5,Highland of Chesterfield,5004,22216,1997,,159,76,Sold,,,https://www.redfin.com/MO/Wildwood/17601-Lisa-Valley-Ct-63005/home/93496365,MARIS,21050218,N,Y,38.6336991,-90.6300958
PAST SALE,July-28-2020,Single Family Residential,1221 Fienup Lake Dr,Chesterfield,MO,63005,682226,4,3.5,Fienup Farms,3525,,,,194,125,Sold,,,https://www.redfin.com/MO/Chesterfield/1221-Fienup-Lake-Dr-63005/home/172603476,MARIS,20053460,N,Y,38.6594515,-90.5979453
PAST SALE,January-20-2022,Single Family Residential,35 Crown Manor Dr,Chesterfield,MO,63005,1599000,5,5.5,Forest Hills Club Estates,6423,98446,1976,,249,42,Sold,,,https://www.redfin.com/MO/Chesterfield/35-Crown-Manor-Dr-63005/home/93495742,MARIS,21076540,N,Y,38.621681,-90.5971438
PAST SALE,August-25-2020,Single Family Residential,17704 Sugarberry Ct,Chesterfield,MO,63005,749000,4,4.0,Wildhorse Village A,5036,29185,1991,,149,67,Sold,,,https://www.redfin.com/MO/Chesterfield/17704-Sugarberry-Ct-63005/home/93477048,MARIS,20051017,N,Y,38.6514007,-90.633113
PAST SALE,June-2-2020,Single Family Residential,17011 Lakeside Ridge Dr Lot 222,Chesterfield,MO,63005,1059000,4,3.5,Fienup Farms,5200,21780,,,204,,Sold,,,https://www.redfin.com/MO/Chesterfield/17011-Lakeside-Rdg-63005/unit-222/home/174592400,MARIS,20036251,N,Y,38.658871,-90.6031018
PAST SALE,March-11-2020,Single Family Residential,17706 Gingertree Ct,Wildwood,MO,63005,645000,5,6.0,Wildhorse Village,3672,33977,1990,,176,67,Sold,,,https://www.redfin.com/MO/Wildwood/17706-Gingertree-Ct-63005/home/93485318,MARIS,20007841,N,Y,38.640293,-90.636125
PAST SALE,August-29-2019,Single Family Residential,1272 Bluffview Ridge Dr,Chesterfield,MO,63005,640000,4,5.0,Bluffs Of Wildhorse The,4510,12197,1996,,142,38,Sold,,,https://www.redfin.com/MO/Chesterfield/1272-Bluffview-Ridge-Dr-63005/home/93476856,MARIS,19052993,N,Y,38.6581513,-90.61135
PAST SALE,June-1-2022,Single Family Residential,441 Herworth Dr,Chesterfield,MO,63005,1049000,5,4.0,Forest Hills Club Estates,5823,40075,1978,,180,42,Sold,,,https://www.redfin.com/MO/Chesterfield/441-Herworth-Dr-63005/home/93507640,MARIS,22022178,N,Y,38.6172495,-90.5982534
PAST SALE,July-23-2020,Single Family Residential,2126 Kehrs Ridge Dr,Chesterfield,MO,63005,660000,4,4.5,Kehrs Mill Estates 7 Sec 1,5077,43996,1987,,130,,Sold,,,https://www.redfin.com/MO/Chesterfield/2126-Kehrs-Ridge-Dr-63005/home/62731970,MARIS,20043649,N,Y,38.6306111,-90.6017121
PAST SALE,October-20-2020,Single Family Residential,16468 Horseshoe Ridge Rd,Chesterfield,MO,63005,749900,3,3.5,Kehrs Mill Trails 3,4507,91040,1977,,166,92,Sold,,,https://www.redfin.com/MO/Chesterfield/16468-Horseshoe-Ridge-Rd-63005/home/62729638,MARIS,20060199,N,Y,38.6441085,-90.6021006
PAST SALE,December-11-2019,Single Family Residential,277 Herworth,Chesterfield,MO,63005,779000,4,3.0,Forest Hills Club Estates Area 7-A,2995,44431,1977,,260,42,Sold,,,https://www.redfin.com/MO/Chesterfield/277-Herworth-Dr-63005/home/93505640,MARIS,19083000,N,Y,38.6133245,-90.596404
PAST SALE,July-11-2022,Single Family Residential,16 Grand Meridien Frst,Wildwood,MO,63005,2299999,5,6.5,Meridien,10246,61855,2002,,224,,Sold,,,https://www.redfin.com/MO/Wildwood/16-Grand-Meridien-Frst-63005/home/69385469,MARIS,22032559,N,Y,38.6291672,-90.6534062
PAST SALE,April-29-2021,Single Family Residential,17732 Greystone Terrace Dr,Wildwood,MO,63005,679000,4,5.0,Wildhorse Village,4826,23958,1991,,141,67,Sold,,,https://www.redfin.com/MO/Wildwood/17732-Greystone-Terrace-Dr-63005/home/93485441,MARIS,21020211,N,Y,38.6427217,-90.6366889
PAST SALE,May-10-2023,Single Family Residential,17625 Bridgeway Dr,Chesterfield,MO,63005,699900,4,4.0,Wildhorse Village B,4112,36155,1989,,170,,Sold,,,https://www.redfin.com/MO/Chesterfield/17625-Bridgeway-Dr-63005/home/93477072,MARIS,23017139,N,Y,38.6484116,-90.6252651
PAST SALE,August-10-2018,Single Family Residential,1076 Wilmas Farm Dr,Chesterfield,MO,63005,900000,4,4.0,Arbors at Wilmas Farm,3891,,,,231,,Sold,,,https://www.redfin.com/MO/Chesterfield/1076-Wilmas-Farm-Dr-63005/home/146528801,MARIS,18064594,N,Y,38.6554433,-90.6277822
PAST SALE,December-15-2021,Single Family Residential,17621 Orrville Rd,Wildwood,MO,63005,500000,4,4.0,Stonehenge Manor 1,3332,131551,1986,,150,,Sold,,,https://www.redfin.com/MO/Wildwood/17621-Orrville-Rd-63005/home/93496394,MARIS,21079919,N,Y,38.6263691,-90.651832
PAST SALE,September-1-2021,Single Family Residential,348 Pine Bend Dr,Wildwood,MO,63005,924900,5,4.5,Pine Creek,5566,24829,1998,,166,42,Sold,,,https://www.redfin.com/MO/Wildwood/348-Pine-Bend-Dr-63005/home/62754735,MARIS,21041845,N,Y,38.6426787,-90.654962
PAST SALE,October-20-2020,Single Family Residential,16171 Clayton Hollow Ln,Wildwood,MO,63005,475000,4,3.0,Clayton Hollow,3541,11326,2001,,134,29,Sold,,,https://www.redfin.com/MO/Wildwood/16171-Clayton-Hollow-Ln-63005/home/62753898,MARIS,20063993,N,Y,38.6064364,-90.5968479
PAST SALE,July-15-2019,Single Family Residential,1333 Pacland Pl,Chesterfield,MO,63005,629000,3,3.5,Pacland Place,3467,152460,1976,,181,72,Sold,,,https://www.redfin.com/MO/Chesterfield/1333-Pacland-Pl-63005/home/93484896,MARIS,19042735,N,Y,38.6487754,-90.618455
PAST SALE,April-6-2023,Single Family Residential,17718 Wilding Place Dr,Wildwood,MO,63005,799000,4,3.5,Wildhorse Village H,4782,23958,1992,,167,83,Sold,,,https://www.redfin.com/MO/Wildwood/17718-Wilding-Place-Dr-63005/home/64816570,MARIS,23003012,N,Y,38.6411983,-90.6411106
PAST SALE,March-23-2020,Single Family Residential,810 Strecker Rd,Wildwood,MO,63005,225000,2,1.0,Wildwood,1274,38768,1957,,177,,Sold,,,https://www.redfin.com/MO/Wildwood/810-Strecker-Rd-63005/home/93507109,MARIS,20007767,N,Y,38.619997,-90.6176963
PAST SALE,May-9-2019,Single Family Residential,16762 Eagle Bluff Ct,Chesterfield,MO,63005,1175000,4,4.5,Fox Hill Farms,4826,23914,2013,,243,,Sold,,,https://www.redfin.com/MO/Chesterfield/16762-Eagle-Bluff-Ct-63005/home/62738744,MARIS,19018776,N,Y,38.6480558,-90.5992152
PAST SALE,March-11-2021,Single Family Residential,31 Crown Manor Dr,Clarkson Valley,MO,63005,500000,4,3.5,Forest Hills Club Estates,2596,50965,1975,,193,42,Sold,,,https://www.redfin.com/MO/Chesterfield/31-Crown-Manor-Dr-63005/home/93495719,MARIS,21008808,N,Y,38.6212956,-90.596974
PAST SALE,July-22-2022,Single Family Residential,2227 Samuel Stuart Ct,Chesterfield,MO,63005,695000,4,4.0,Pleasant Valley Forest 2,5478,52272,1982,,127,,Sold,,,https://www.redfin.com/MO/Chesterfield/2227-Samuel-Stuart-Ct-63005/home/93495695,MARIS,22039927,N,Y,38.6251882,-90.6004729
PAST SALE,September-8-2021,Single Family Residential,16446 Dapple Gray Ct,Chesterfield,MO,63005,669000,4,4.0,Kehrs Mill Trails 3,4494,130680,1977,,149,83,Sold,,,https://www.redfin.com/MO/Chesterfield/16446-Dapple-Gray-Ct-63005/home/93484861,MARIS,21045472,N,Y,38.64502,-90.600103
PAST SALE,November-4-2022,Single Family Residential,328 Pine Bend Dr,Wildwood,MO,63005,975000,5,4.5,Pine Creek,5610,23958,1999,,174,42,Sold,,,https://www.redfin.com/MO/Wildwood/328-Pine-Bend-Dr-63005/home/93485615,MARIS,22058571,N,Y,38.6443963,-90.6554806
PAST SALE,November-5-2021,Single Family Residential,374 Oak Village Park Dr,Wildwood,MO,63040,310000,3,2.0,Villages at Cherry Hill/Oak Park Village,2716,,1986,,114,30,Sold,,,https://www.redfin.com/MO/Wildwood/374-Babler-Park-Dr-Unknown/home/182657161,MARIS,21070980,N,Y,38.6258831,-90.673321
PAST SALE,July-10-2020,Single Family Residential,17004 Lakeside Ridge Dr Lot 211,Chesterfield,MO,63005,1059000,4,3.5,Fienup Farms,5200,21780,,,204,,Sold,,,https://www.redfin.com/MO/Chesterfield/17004-Lakeside-Rdg-63005/unit-211/home/174593796,MARIS,20048543,N,Y,38.658871,-90.6031018
PAST SALE,March-20-2019,Single Family Residential,16325 Valley Oaks Estates Ct,Wildwood,MO,63005,475000,4,2.5,Valley Oaks Estates,3328,17860,1997,,143,42,Sold,,,https://www.redfin.com/MO/Wildwood/16325-Valley-Oaks-Estates-Ct-63005/home/93507068,MARIS,19001291,N,Y,38.6138688,-90.6021746
PAST SALE,August-23-2022,Single Family Residential,1411 Westhampton View Ct,Wildwood,MO,63005,620000,4,3.5,Westhampton Woods,4607,21780,1999,,135,18,Sold,,,https://www.redfin.com/MO/Wildwood/1411-Westhampton-View-Ct-63005/home/93507289,MARIS,22043936,N,Y,38.6206221,-90.6462395
PAST SALE,August-14-2020,Single Family Residential,17103 Somerset Field Ct,Chesterfield,MO,63005,564900,4,3.5,Somerset One,3957,18295,1994,,143,29,Sold,,,https://www.redfin.com/MO/Chesterfield/17103-Somerset-Field-Ct-63005/home/93476877,MARIS,20045125,N,Y,38.6565865,-90.6090374
PAST SALE,June-7-2021,Single Family Residential,1200 Lewis Spring Rd,Wildwood,MO,63005,1150000,4,4.5,Lewis Spring Farms,6044,130680,1993,,190,185,Sold,,,https://www.redfin.com/MO/Wildwood/1200-Lewis-Spring-Dr-63005/home/62762907,MARIS,21023168,N,Y,38.6353395,-90.6182329
PAST SALE,August-6-2019,Single Family Residential,18105 Big Pine Ct,Wildwood,MO,63005,929000,5,4.5,Pine Creek,5477,25265,2000,,170,42,Sold,,,https://www.redfin.com/MO/Wildwood/18105-Big-Pine-Ct-63005/home/93486009,MARIS,19045903,N,Y,38.6398163,-90.6539989
PAST SALE,June-24-2021,Single Family Residential,16836 Eagle Bluff Ct,Chesterfield,MO,63005,1500000,6,5.5,Eagle Crest Estates,7500,45302,2006,,200,54,Sold,,,https://www.redfin.com/MO/Chesterfield/16836-Eagle-Bluff-Ct-63005/home/93631198,MARIS,21005149,N,Y,38.6507725,-90.5966259
PAST SALE,December-16-2020,Single Family Residential,17409 Country Lake Estates Rdg,Chesterfield,MO,63005,1075000,5,6.5,Country Lake Estates,6020,33977,1997,,179,63,Sold,,,https://www.redfin.com/MO/Chesterfield/17409-Country-Lake-Estates-Rdg-63005/home/67479347,MARIS,20079698,N,Y,38.6514612,-90.6217859
PAST SALE,August-31-2022,Single Family Residential,17756 Greystone Terrace Dr,Wildwood,MO,63005,700000,5,4.5,Wildhorse Village G,5229,31799,1993,,134,83,Sold,,,https://www.redfin.com/MO/Wildwood/17756-Greystone-Terrace-Dr-63005/home/93485446,MARIS,22047953,N,Y,38.6441632,-90.6382964
PAST SALE,August-21-2020,Single Family Residential,17112 Westridge Meadows Dr,Chesterfield,MO,63005,509900,4,4.5,Somerset,4100,12197,1994,,124,21,Sold,,,https://www.redfin.com/MO/Chesterfield/17112-Westridge-Meadows-Dr-63005/home/93476879,MARIS,20029526,N,Y,38.6570416,-90.6092422
PAST SALE,April-9-2020,Single Family Residential,17008 Lakeside Rdg Lot 212,Chesterfield,MO,63005,1253050,4,4.5,Fienup Farms,5006,21998,,,250,,Sold,,,https://www.redfin.com/MO/Chesterfield/17008-Lakeside-Rdg-63005/unit-212/home/174593120,MARIS,20020388,N,Y,38.6585229,-90.6028404
PAST SALE,December-15-2022,Single Family Residential,1590 Wildhorse Parkway Dr,Wildwood,MO,63005,739989,5,3.5,Wildhorse Village J Record One,5274,20473,1995,,140,83,Sold,,,https://www.redfin.com/MO/Wildwood/1590-Wildhorse-Parkway-Dr-63005/home/93485218,MARIS,22071079,N,Y,38.6387419,-90.6408143
PAST SALE,September-9-2020,Single Family Residential,16499 Horseshoe Rdg,Chesterfield,MO,63005,895000,4,4.5,Kehrs Mill Trails 2,5500,130680,1990,,163,,Sold,,,https://www.redfin.com/MO/Chesterfield/16499-Horseshoe-Ridge-Rd-63005/home/93484907,MARIS,20043330,N,Y,38.6447701,-90.6048937
PAST SALE,July-10-2020,Single Family Residential,1340 Chesterfield Estates Dr,Chesterfield,MO,63005,499900,4,3.5,Chesterfield Estates One,4052,16988,1989,,123,27,Sold,,,https://www.redfin.com/MO/Chesterfield/1340-Chesterfield-Estates-Dr-63005/home/93476770,MARIS,20040296,N,Y,38.6527907,-90.6024705
PAST SALE,July-13-2022,Single Family Residential,1135 Eagle Creek Rd,Wildwood,MO,63005,750000,4,3.5,Valley Farms,4520,169448,1978,,166,25,Sold,,,https://www.redfin.com/MO/Wildwood/1135-Eagle-Creek-Rd-63005/home/62741679,MARIS,22030253,N,Y,38.6204978,-90.6081124
PAST SALE,October-1-2021,Single Family Residential,1444 Wellington View Ln,Wildwood,MO,63005,575000,4,3.0,Westhampton Woods One,4674,23522,1995,,123,18,Sold,,,https://www.redfin.com/MO/Wildwood/1444-Wellington-View-Ln-63005/home/62757501,MARIS,21057064,N,Y,38.6180344,-90.6510357
PAST SALE,September-16-2021,Single Family Residential,17789 Westhampton Woods Dr,Wildwood,MO,63005,550000,4,3.5,Westhampton Woods,4410,20038,2001,,125,,Sold,,,https://www.redfin.com/MO/Wildwood/17789-Westhampton-Woods-Dr-63005/home/93496158,MARIS,21039286,N,Y,38.6213561,-90.6469061
PAST SALE,August-16-2021,Single Family Residential,328 Wild Horse Canyon Dr,Wildwood,MO,63005,749900,5,4.5,Wild Horse Canyon,5073,131551,2005,,148,100,Sold,,,https://www.redfin.com/MO/Wildwood/328-Wild-Horse-Canyon-Dr-63005/home/93485972,MARIS,21042207,N,Y,38.640159,-90.665928
PAST SALE,August-17-2022,Single Family Residential,18400 Wild Horse Creek Rd,Wildwood,MO,63005,259900,3,1.0,Us Surv 163,1682,18731,1919,,155,,Sold,,,https://www.redfin.com/MO/Wildwood/18400-Wild-Horse-Creek-Rd-63005/home/62685518,MARIS,22050816,N,Y,38.6429328,-90.6716159
PAST SALE,February-18-2022,Single Family Residential,17606 Lasiandra Dr,Wildwood,MO,63005,850000,5,3.5,Wildhorse Village L Two,5100,27443,1996,,167,67,Sold,,,https://www.redfin.com/MO/Wildwood/17606-Lasiandra-Dr-63005/home/93496345,MARIS,22001076,N,Y,38.6333584,-90.636297
PAST SALE,September-22-2022,Single Family Residential,817 Tara Estates Ct,Chesterfield,MO,63005,1775000,6,5.5,Tara Estates,7044,32670,2006,,252,42,Sold,,,https://www.redfin.com/MO/Chesterfield/817-Tara-Estates-Ct-63005/home/93324147,MARIS,22047006,N,Y,38.6526229,-90.649332
PAST SALE,December-3-2021,Single Family Residential,17618 Ailanthus,Wildwood,MO,63005,650000,4,4.5,Wildhorse Village F,4106,31799,1995,,158,75,Sold,,,https://www.redfin.com/MO/Wildwood/17618-Ailanthus-Dr-63005/home/93485426,MARIS,21079432,N,Y,38.6384089,-90.630429
PAST SALE,July-23-2021,Single Family Residential,2175 Quaethem Dr,Wildwood,MO,63005,995000,5,5.5,Quaethem Farm Estates,5242,158123,1987,,190,73,Sold,,,https://www.redfin.com/MO/Wildwood/2175-Quaethem-Dr-63005/home/93495573,MARIS,21042705,N,Y,38.6256911,-90.6141622
PAST SALE,August-5-2022,Single Family Residential,1487 Carriage Crossing Ln,Chesterfield,MO,63005,685000,5,3.5,Country Place,2914,30056,1988,,235,,Sold,,,https://www.redfin.com/MO/Chesterfield/1487-Carriage-Crossing-Ln-63005/home/93484912,MARIS,22038816,N,Y,38.6451435,-90.6118865
PAST SALE,October-1-2021,Single Family Residential,1425 Wellington View Ln,Wildwood,MO,63005,590000,4,3.5,Westhampton Woods,4331,19166,1996,,136,18,Sold,,,https://www.redfin.com/MO/Wildwood/1425-Wellington-View-Ln-63005/home/93507420,MARIS,21051820,N,Y,38.6186028,-90.6519987
PAST SALE,June-6-2022,Single Family Residential,1002 Chesterfield Forest Dr,Wildwood,MO,63005,1350000,6,6.5,Chesterfield Forest,4703,131116,2005,,287,46,Sold,,,https://www.redfin.com/MO/Wildwood/1002-Chesterfield-Forest-Dr-63005/home/62710349,MARIS,22022409,N,Y,38.6286985,-90.6492579
PAST SALE,July-27-2021,Single Family Residential,1639 Wildhorse Parkway Dr,Wildwood,MO,63005,695000,4,4.5,Wildhorse Village,5042,23305,1994,,138,67,Sold,,,https://www.redfin.com/MO/Wildwood/1639-Wildhorse-Parkway-Dr-63005/home/93484937,MARIS,21040175,N,Y,38.6389646,-90.6450359
PAST SALE,April-30-2020,Single Family Residential,17674 Bridgeway Dr,Chesterfield,MO,63005,649900,4,4.5,Wildhorse Village,4637,27007,1990,,140,67,Sold,,,https://www.redfin.com/MO/Chesterfield/17674-Bridgeway-Dr-63005/home/93477016,MARIS,20016488,N,Y,38.6506736,-90.6273935
PAST SALE,November-29-2022,Single Family Residential,18234 Canyon Forest Ct,Chesterfield,MO,63005,1190000,5,4.5,Estates At Wildhorse Canyon,5529,52272,2011,,215,175,Sold,,,https://www.redfin.com/MO/Chesterfield/18234-Canyon-Forest-Ct-63005/home/93327510,MARIS,22063434,N,Y,38.6459189,-90.661556
PAST SALE,August-2-2021,Single Family Residential,16943 Pine Summit Dr,Chesterfield,MO,63005,839900,4,3.5,Fienup Farms Two,3568,12023,2020,,235,125,Sold,,,https://www.redfin.com/MO/Chesterfield/16943-Pine-Summit-Dr-63005/home/170452968,MARIS,21040922,N,Y,38.6565725,-90.599807
PAST SALE,July-1-2022,Single Family Residential,16417 Woodlodge Ct,Wildwood,MO,63005,599900,5,3.5,Valley View 2,3449,25265,1984,,174,25,Sold,,,https://www.redfin.com/MO/Wildwood/16417-Woodlodge-Ct-63005/home/92290255,MARIS,22023170,N,Y,38.6095872,-90.6018971
PAST SALE,September-14-2021,Single Family Residential,1635 Highland Valley Cir,Wildwood,MO,63005,644000,4,3.5,Highlands Of Chesterfield,3664,23522,1994,,176,76,Sold,,,https://www.redfin.com/MO/Wildwood/1635-Highland-Valley-Cir-63005/home/93496277,MARIS,21052814,N,Y,38.6343335,-90.6263941
